ID,Tip,SKU,"GTIN, UPC, EAN sau ISBN",Nume,Publicat,"Este recomandat?","Vizibilitate în catalog","Descriere scurtă",Descriere,"Data începerii vânzării","Data încheierii vânzării","Statut fiscal","Clasa de impozitare","În stoc?",Stoc,"Cantitate redusă în stoc","Comenzi în așteptare permise?","Vândut individual?","Greutate (kg)","Lungime (cm)","Lățime (cm)","Înălțime (cm)","Permiteți recenzii ale clienților?","Notă de achiziție","Preț de vânzare","Preț obișnuit",Categorii,Etichete,"Clasa de expediere",Imagini,"Limită de descărcare","Zile de expirare a descărcării",Părinte,"Produse grupate","Vânzări suplimentare","Vânzări încrucișate","URL extern","Text buton",Poziție,"Swatches Attributes",Mărci,"Atribut 1 nume","Atribut 1 valoare(i)","Atribut 1 vizibil","Atribut 1 global","Meta: _deal_sales_counts","Meta: _deal_quantity","Meta: pageview","Meta: _siteseo_robots_primary_cat","Meta: _siteseo_redirections_type","Meta: _siteseo_redirections_logged_status","Meta: _wp_page_template","Meta: _dokan_wholesale_meta","Meta: _sizechart_select","Meta: _per_product_admin_commission","Meta: _per_product_admin_commission_type","Meta: _per_product_admin_additional_fee","Meta: rs_page_bg_color"
10649,variable,PO2025-N/A,,"Eqology Pure Arctic Oil – Omega-3",1,0,visible,"Pure Arctic Oil: Ulei omega-3 de calitate premium din 100% pește de cod sălbatic arctic, combinat cu ulei de măsline organic presat la rece și vitamina D3. Susține sănătatea inimii, creierului, vederii și sistemului imunitar.","Descoperiți beneficiile excepționale ale uleiului omega-3 pur, provenit din 100% pește de cod sălbatic arctic. Acesta este combinat cu ulei de măsline organic presat la rece și vitamina D3 pentru a vă oferi suport optim pentru sănătatea inimii, vederii și creierului. Caracteristici Cheie: Puritate Absolută: Ulei omega-3 derivat exclusiv din pește sălbatic din apele arctice norvegiene. Ingrediente Premium: Ulei de măsline organic presat la rece și vitamina D3, fără alte uleiuri de pește sau aditivi sintetici. Echilibru Perfect: Contribuie la menținerea unui raport optim între acizii grași omega-6 și omega-3. Beneficii pentru Sănătate: Sistem Cardiovascular: Ajută la menținerea unor valori normale ale tensiunii arteriale și ale colesterolului. Sănătatea Creierului și Vederii: Susține funcționarea optimă a creierului și contribuie la o vedere sănătoasă. Sistem Imunitar și Mușchi: Fortifică sistemul imunitar și ajută la menținerea sănătății musculare. Valori Normale ale Trigliceridelor și Calciului: Contribuie la niveluri sănătoase de calciu și trigliceride în sânge. Calitate și Sustenabilitate: Certificări de Încredere: Uleiul de pește este certificat de MSC și CoC, garantând practici de pescuit durabile din Norvegia. Valori Scăzute Totox: Valorile Totox ale uleiului omega-3 variază între 4 și 6, asigurând o prospețime și calitate superioară. Rezultate Demonstrate: Studiile arată că utilizarea constantă a Pure Arctic Oil timp de cel puțin 120 de zile îmbunătățește echilibrul acizilor grași din organism. Alegeți Pure Arctic Oil pentru o sănătate optimă și un stil de viață echilibrat.",,,taxable,,1,10,,0,0,,,,,1,,,,"Suplimente și Sănătate",,,"https://www.gostatplus.ro/wp-content/uploads/2025/05/pure-arctic-oil_lemon_one_test_6_month_568x578_ro_60061_1.webp,https://www.gostatplus.ro/wp-content/uploads/2025/05/pure-vegan-oil_6month_subscription_1x_omega-3_test_product_page_568x578_ro_60081-300x400-1.webp,https://www.gostatplus.ro/wp-content/uploads/2025/05/2024-08-04_22-14-300x400-1.png,https://www.gostatplus.ro/wp-content/uploads/2025/05/2024-08-04_22-22-300x400-1.png",,,,,,,,,0,,,aroma,"Lamaie, Portocale",1,1,0,,10,204,301,both,default,"price:,quantity:",,,fixed,,
10657,simple,PO2025-eqology-pure-vegan-shake-1000,,"Eqology Pure Vegan Shake",1,0,visible,"Eqology Pure Vegan Shake: Supliment alimentar 100% vegan, cu peste 20 g de proteine din mazăre și orez pe porție. Conținut scăzut de calorii și îndulcit cu extracte naturale de ștevie, ideal pentru dezvoltarea musculară și gestionarea greutății.","Eqology Pure Vegan Shake este suplimentul alimentar ideal pentru vegani și vegetarieni care caută o sursă completă de proteine de calitate. Cu o combinație echilibrată de proteine vegetale, acest shake oferă un sprijin nutritiv excelent pentru atingerea obiectivelor de fitness și menținerea unei diete sănătoase. Caracteristici Cheie: Proteine Vegetale de Înaltă Calitate: Fiecare porție conține peste 20 de grame de proteine din izolat de mazăre și orez, oferind un suport excelent pentru creșterea și recuperarea musculară. Ingrediente Naturale: Formula unică include făină de quinoa și pulbere de baobab, având o aromă naturală de vanilie. Fără coloranți, conservanți sau îndulcitori artificiali, fiind indulcit cu extracte din planta de ștevie. Calorii Controlate: Fiecare porție de 40 g conține doar 128 kcal, ideală pentru controlul greutății și atingerea obiectivelor sportive. Nutriție Completa: Conceput să înlocuiască o masă, oferind toate substanțele nutritive necesare într-un format convenabil și gustos. Beneficii pentru Sănătate: Sprijin pentru Masă Musculară: Proteinele din mazăre și orez contribuie la dezvoltarea masei musculare și la recuperarea post-antrenament. Menținerea Greutății: Cu un conținut scăzut de calorii, este ideal pentru gestionarea greutății și controlul poftei de mâncare. Nutriție Completa: Furnizează nutrienți esențiali într-un singur supliment, ușor de integrat în dieta zilnică. Ideal Pentru: Vegani și Vegetarieni: Perfect pentru cei care doresc un supliment de proteine complet natural și potrivit pentru diete pe bază de plante. Sportivi: Ideal pentru sprijinirea performanțelor fizice, creșterea masei musculare și recuperarea după antrenamente. Persoane Active: O opțiune convenabilă și sănătoasă pentru o masă nutritivă, atunci când ești pe fugă. Eqology Pure Vegan Shake este soluția ideală pentru oricine dorește să își optimizeze aportul de proteine și să mențină o dietă sănătoasă și echilibrată.",,,taxable,,1,10,,0,0,,,,,1,,"182.75","244.99","Suplimente și Sănătate",,,"https://www.gostatplus.ro/wp-content/uploads/2025/05/2024-08-04_23-27-600x614-1.png,https://www.gostatplus.ro/wp-content/uploads/2025/05/2024-08-04_23-06-300x400-1.png,https://www.gostatplus.ro/wp-content/uploads/2025/05/2024-08-04_22-56-300x400-1.png,https://www.gostatplus.ro/wp-content/uploads/2025/05/2024-08-04_23-40_1-300x400-1.png,https://www.gostatplus.ro/wp-content/uploads/2025/05/pure-vegan-oil_6month_subscription_1x_omega-3_test_product_page_568x578_ro_60081-300x400-1.webp",,,,,,,,,0,,,,,,,0,,11,,,,default,,,,,,
10680,simple,PO2025-eqology-energy-booster-1006,,"Eqology Energy Booster",1,0,visible,"Eqology Energy Booster: Supliment alimentar lichid pentru energie și vitalitate, cu extracte naturale de ginseng, guarană și vitamine B. Oferă energie durabilă fără crash-ul post-cafeină, susține metabolismul și funcția cognitivă.","Eqology Energy Booster este un supliment alimentar lichid formulat pentru a oferi energie durabilă și vitalitate, fără efectele secundare negative ale cafeinei tradiționale. Acest produs combină extracte naturale de ginseng, guarană și vitamine B pentru un boost de energie natural și sustenabil. Caracteristici Cheie: Energie Durabilă: Formulă care oferă energie durabilă fără crash-ul post-cafeină, menținând vitalitatea pe tot parcursul zilei. Ingrediente Naturale: Conține extracte naturale de ginseng și guarană, cunoscute pentru proprietățile energizante și adaptogene. Vitamine B Complex: Include vitamine B esențiale care susțin metabolismul energetic și funcția cognitivă. Fără Efecte Secundare: Nu provoacă dependență sau efecte secundare negative, fiind o alternativă sănătoasă la cafea. Beneficii pentru Sănătate: Energie și Vitalitate: Oferă un boost de energie natural și sustenabil pentru activitățile zilnice. Metabolism Energetic: Susține metabolismul energetic al organismului, contribuind la o funcționare optimă. Funcție Cognitivă: Îmbunătățește concentrarea, memoria și performanța mentală. Recuperare și Adaptare: Ajută la recuperarea după efort fizic și susține capacitatea de adaptare la stres. Ideal Pentru: Persoane Active: Cei care au nevoie de energie suplimentară pentru activitățile zilnice. Sportivi: Ideal pentru sprijinirea performanțelor fizice și recuperarea post-antrenament. Profesioniști: Perfect pentru cei care au nevoie de concentrare și energie mentală pentru muncă. Eqology Energy Booster oferă o soluție naturală și eficientă pentru energia zilnică, combinând puterea ingredientelor naturale cu beneficiile vitaminelor B pentru o vitalitate optimă și sustenabilă.",,,taxable,,1,10,,0,0,,,,,1,,"179.99","239.99","Suplimente și Sănătate",,,"https://www.gostatplus.ro/wp-content/uploads/2025/05/energy-booster-product-image.jpg",,,,,,,,,0,,10,,,,default,,,,,,
10682,simple,PO2025-eqology-vitamina-k2d3-capsule-1007,,"Eqology Vitamina K2+D3 Capsule Premium",1,0,visible,"Eqology Vitamina K2+D3 Capsule Premium: Supliment alimentar cu vitamina K2 (MK-7) și vitamina D3 în capsule, pentru sănătatea oaselor și cardiovasculară. Vitamina K2 direcționează calciul către oase, iar vitamina D3 asigură absorbția optimă.","Eqology Vitamina K2+D3 Capsule Premium este un supliment alimentar de înaltă calitate, formulat cu vitamina K2 (MK-7) și vitamina D3 pentru sănătatea optimă a oaselor și sistemului cardiovascular. Această combinație sinergică asigură absorbția și utilizarea eficientă a calciului în organism. Caracteristici Cheie: Vitamina K2 (MK-7): Forma cea mai activă și biodisponibilă a vitaminei K2, care direcționează calciul către oase și împiedică depunerea acestuia în vasele sanguine. Vitamina D3: Asigură absorbția optimă a calciului din intestin și contribuie la menținerea nivelurilor optime de calciu în sânge. Sinergie Perfectă: Cele două vitamine lucrează împreună pentru sănătatea oaselor și cardiovasculară. Formulă Premium: Capsule de înaltă calitate, ușor de înghițit și bine tolerate. Beneficii pentru Sănătate: Sănătatea Oaselor: Vitamina K2 direcționează calciul către oase, contribuind la menținerea densității ososului și prevenirea osteoporozei. Sănătate Cardiovasculară: Previne depunerea calciului în vasele sanguine, menținând arterele elastice și sănătoase. Absorbția Calciului: Vitamina D3 asigură absorbția optimă a calciului din alimentație. Sistemul Imunitar: Ambele vitamine susțin funcționarea normală a sistemului imunitar. Ideal Pentru: Adulți în Vârstă: Pentru menținerea sănătății oaselor și prevenirea osteoporozei. Persoane cu Riscuri Cardiovasculare: Pentru menținerea sănătății arterelor și a sistemului cardiovascular. Persoane cu Deficiențe: Pentru corectarea deficiențelor de vitamine K2 și D3. Eqology Vitamina K2+D3 Capsule Premium oferă protecția completă pentru sănătatea oaselor și cardiovasculară, prin sinergia perfectă dintre vitamina K2 și D3.",,,taxable,,1,10,,0,0,,,,,1,,"159.99","199.99","Suplimente și Sănătate",,,"https://www.gostatplus.ro/wp-content/uploads/2025/05/vitamina-k2d3-capsule-image.jpg",,,,,,,,,0,,11,,,,default,,,,,,
10684,simple,PO2025-eqology-pachet-omega3-kids-1008,,"Eqology Pachet Omega-3 Kids (6 luni)",1,0,visible,"Eqology Pachet Omega-3 Kids (6 luni): Abonament de 6 luni cu ulei omega-3 special formulat pentru copii, cu gust plăcut și doze optimizate pentru vârsta lor. Susține dezvoltarea creierului, vederii și sistemului imunitar la copii.","Eqology Pachet Omega-3 Kids (6 luni) este un abonament special conceput pentru copii, oferind ulei omega-3 de înaltă calitate cu gust plăcut și doze optimizate pentru nevoile specifice ale vârstei lor. Acest pachet asigură o livrare automată lunară, oferind economii substanțiale și o experiență convenabilă pentru părinți. Caracteristici Cheie: Formulă Specială pentru Copii: Ulei omega-3 cu gust plăcut, ușor de consumat de copii, fără rețineri. Doze Optimizate: Cantități de omega-3 adaptate nevoilor specifice ale copiilor, pentru o dezvoltare optimă. Abonament de 6 Luni: Livrare automată lunară, asigurând un aport constant de omega-3 pentru copii. Economii Substanțiale: Preț redus comparativ cu cumpărarea individuală a produselor. Beneficii pentru Sănătatea Copiilor: Dezvoltarea Creierului: Omega-3 susține dezvoltarea cognitivă și funcționarea optimă a creierului la copii. Sănătatea Vederii: Contribuie la menținerea unei vedere sănătoase și la dezvoltarea vizuală. Sistemul Imunitar: Fortifică sistemul imunitar, ajutând copiii să lupte împotriva infecțiilor. Dezvoltarea Generală: Sprijină creșterea și dezvoltarea generală a copiilor. Ideal Pentru: Copii de 3-12 ani: Pentru susținerea dezvoltării optime și a sănătății generale. Părinți: Pentru o soluție convenabilă și economică de a asigura aportul de omega-3 pentru copii. Familii Active: Pentru o livrare automată care se potrivește stilului de viață modern. Eqology Pachet Omega-3 Kids (6 luni) oferă soluția perfectă pentru sănătatea copiilor, cu o formulă adaptată nevoilor lor și un sistem de livrare convenabil și economic.",,,taxable,,1,10,,0,0,,,,,1,,"899.99","1199.99","Suplimente și Sănătate",,,"https://www.gostatplus.ro/wp-content/uploads/2025/05/pachet-omega3-kids-image.jpg",,,,,,,,,0,,12,,,,default,,,,,,
10686,simple,PO2025-eqology-pachet-omega3-premium-1009,,"Eqology Pachet Omega-3 Premium (6 luni)",1,0,visible,"Eqology Pachet Omega-3 Premium (6 luni): Abonament premium de 6 luni cu ulei omega-3 de cea mai înaltă calitate, cu livrare automată lunară. Include ulei de pește sălbatic arctic certificat MSC, cu concentrații optimale de EPA și DHA.","Eqology Pachet Omega-3 Premium (6 luni) este un abonament de înaltă calitate, oferind ulei omega-3 premium din pește sălbatic arctic, cu livrare automată lunară. Acest pachet premium asigură un aport constant de omega-3 de cea mai înaltă calitate, cu economii substanțiale și o experiență de cumpărare convenabilă. Caracteristici Cheie: Ulei Omega-3 Premium: Ulei de pește sălbatic arctic, certificat MSC, cu concentrații optimale de EPA și DHA. Calitate Superioară: Produs de cea mai înaltă calitate, cu valori Totox scăzute (4-6) pentru prospețime optimă. Abonament de 6 Luni: Livrare automată lunară, asigurând un aport constant de omega-3 premium. Economii Substanțiale: Preț redus comparativ cu cumpărarea individuală a produselor premium. Beneficii pentru Sănătate: Sănătatea Cardiovasculară: Contribuie la menținerea unor valori normale ale tensiunii arteriale și ale colesterolului. Sănătatea Creierului: Susține funcționarea optimă a creierului și funcțiile cognitive. Sănătatea Vederii: Contribuie la o vedere sănătoasă și la menținerea funcțiilor vizuale. Sistemul Imunitar: Fortifică sistemul imunitar și susține funcționarea normală a acestuia. Ideal Pentru: Consumatori Exigenți: Pentru cei care caută cea mai înaltă calitate în suplimentele omega-3. Utilizatori Reguli: Pentru persoanele care folosesc omega-3 zilnic și doresc economii. Familii Active: Pentru o livrare automată care se potrivește stilului de viață modern. Eqology Pachet Omega-3 Premium (6 luni) oferă soluția perfectă pentru sănătatea optimă, cu produse de cea mai înaltă calitate și un sistem de livrare convenabil și economic.",,,taxable,,1,10,,0,0,,,,,1,,"1099.99","1499.99","Suplimente și Sănătate",,,"https://www.gostatplus.ro/wp-content/uploads/2025/05/pachet-omega3-premium-image.jpg",,,,,,,,,0,,13,,,,default,,,,,,
10688,simple,PO2025-eqology-pachet-omega3-vegan-1010,,"Eqology Pachet Omega-3 Vegan (6 luni)",1,0,visible,"Eqology Pachet Omega-3 Vegan (6 luni): Abonament de 6 luni cu ulei omega-3 100% vegan, din alge marine, cu livrare automată lunară. Oferă aceleași beneficii ca uleiul de pește, dar fără ingrediente animale.","Eqology Pachet Omega-3 Vegan (6 luni) este un abonament special conceput pentru vegani și vegetarieni, oferind ulei omega-3 100% vegan, derivat din alge marine. Acest pachet asigură o livrare automată lunară, oferind economii substanțiale și o soluție completă pentru nevoile de omega-3 ale celor care urmează o dietă pe bază de plante. Caracteristici Cheie: Ulei Omega-3 Vegan: Derivat 100% din alge marine, fără ingrediente animale, perfect pentru vegani și vegetarieni. Beneficii Identice: Oferă aceleași beneficii pentru sănătate ca uleiul de pește, cu aceleași concentrații de EPA și DHA. Abonament de 6 Luni: Livrare automată lunară, asigurând un aport constant de omega-3 vegan. Economii Substanțiale: Preț redus comparativ cu cumpărarea individuală a produselor. Beneficii pentru Sănătate: Sănătatea Cardiovasculară: Contribuie la menținerea unor valori normale ale tensiunii arteriale și ale colesterolului. Sănătatea Creierului: Susține funcționarea optimă a creierului și funcțiile cognitive. Sănătatea Vederii: Contribuie la o vedere sănătoasă și la menținerea funcțiilor vizuale. Sistemul Imunitar: Fortifică sistemul imunitar și susține funcționarea normală a acestuia. Ideal Pentru: Vegani și Vegetarieni: Pentru cei care urmează o dietă pe bază de plante și caută suplimente omega-3. Persoane cu Alergii: Pentru cei care au alergii la pește sau preferă să evite produsele animale. Familii Active: Pentru o livrare automată care se potrivește stilului de viață modern. Eqology Pachet Omega-3 Vegan (6 luni) oferă soluția perfectă pentru vegani și vegetarieni, cu produse de înaltă calitate și un sistem de livrare convenabil și economic.",,,taxable,,1,10,,0,0,,,,,1,,"999.99","1299.99","Suplimente și Sănătate",,,"https://www.gostatplus.ro/wp-content/uploads/2025/05/pachet-omega3-vegan-image.jpg",,,,,,,,,0,,14,,,,default,,,,,,
10690,simple,PO2025-eqology-pachet-colagen-booster-1011,,"Eqology Pachet Colagen Booster (6 luni)",1,0,visible,"Eqology Pachet Colagen Booster (6 luni): Abonament de 6 luni cu stimulator de colagen lichid, cu livrare automată lunară. Include colagen marin hidrolizat, acid hialuronic+ și astaxantină pentru sănătatea pielii.","Eqology Pachet Colagen Booster (6 luni) este un abonament special conceput pentru sănătatea pielii, oferind stimulator de colagen lichid cu livrare automată lunară. Acest pachet asigură un aport constant de colagen marin hidrolizat, acid hialuronic+ și astaxantină pentru o piele sănătoasă și radiantă. Caracteristici Cheie: Colagen Marin Hidrolizat: Conține 5000 mg de colagen hidrolizat, provenit de la pești sălbatici din Arctic, certificați MSC. Acid Hialuronic+: Include acid hialuronic cu molecule care leagă apa, menținând hidratarea și aspectul plin al pielii. Astaxantină: Un antioxidant puternic care protejează pielea împotriva radicalilor liberi. Abonament de 6 Luni: Livrare automată lunară, asigurând un aport constant de colagen. Beneficii pentru Sănătatea Pielii: Piele Sănătoasă și Hidratată: Colagenul și acidul hialuronic mențin elasticitatea, hidratarea și aspectul tineresc al pielii. Protecție Antioxidantă: Astaxantina oferă protecție împotriva radicalilor liberi, contribuind la sănătatea pielii. Regenerare Celulară: Sprijină regenerarea celulelor pielii, contribuind la un aspect sănătos și radiant. Hidratare Intensă: Asigură hidratarea optimă a pielii, menținându-i integritatea și bariera naturală. Ideal Pentru: Îngrijirea Pielii: Persoanele care doresc să îmbunătățească elasticitatea, hidratarea și aspectul tineresc al pielii. Utilizatori Reguli: Pentru cei care folosesc colagen zilnic și doresc economii. Familii Active: Pentru o livrare automată care se potrivește stilului de viață modern. Eqology Pachet Colagen Booster (6 luni) oferă soluția perfectă pentru sănătatea pielii, cu produse de înaltă calitate și un sistem de livrare convenabil și economic.",,,taxable,,1,10,,0,0,,,,,1,,"1299.99","1799.99","Suplimente și Sănătate",,,"https://www.gostatplus.ro/wp-content/uploads/2025/05/pachet-colagen-booster-image.jpg",,,,,,,,,0,,15,,,,default,,,,,,
10692,simple,PO2025-eqology-pachet-colagen-marin-antiage-1012,,"Eqology Pachet Colagen Marin Anti-Age Premium (6 luni)",1,0,visible,"Eqology Pachet Colagen Marin Anti-Age Premium (6 luni): Abonament premium de 6 luni cu colagen marin anti-aging, cu livrare automată lunară. Include colagen marin hidrolizat premium, acid hialuronic și antioxidanți pentru efecte anti-aging avansate.","Eqology Pachet Colagen Marin Anti-Age Premium (6 luni) este un abonament de înaltă calitate, oferind colagen marin anti-aging cu livrare automată lunară. Acest pachet premium asigură un aport constant de colagen marin hidrolizat premium, acid hialuronic și antioxidanți pentru efecte anti-aging avansate. Caracteristici Cheie: Colagen Marin Hidrolizat Premium: Colagen de cea mai înaltă calitate, provenit de la pești sălbatici din Arctic, certificați MSC. Acid Hialuronic: Menține hidratarea și aspectul plin al pielii, contribuind la efectele anti-aging. Antioxidanți Puternici: Include antioxidanți care protejează pielea împotriva radicalilor liberi și a îmbătrânirii premature. Abonament de 6 Luni: Livrare automată lunară, asigurând un aport constant de colagen premium. Beneficii pentru Sănătatea Pielii: Efecte Anti-Aging: Reduce semnele vizibile ale îmbătrânirii, menținând elasticitatea și finețea pielii. Hidratare Intensă: Asigură hidratarea optimă a pielii, contribuind la un aspect tineresc și radiant. Protecție Antioxidantă: Protejează pielea împotriva radicalilor liberi și a factorilor de mediu nocivi. Regenerare Celulară: Sprijină regenerarea celulelor pielii, contribuind la un aspect sănătos și luminos. Ideal Pentru: Anti-Aging: Persoanele care doresc să mențină tineretul și elasticitatea pielii. Utilizatori Reguli: Pentru cei care folosesc colagen premium zilnic și doresc economii. Familii Active: Pentru o livrare automată care se potrivește stilului de viață modern. Eqology Pachet Colagen Marin Anti-Age Premium (6 luni) oferă soluția perfectă pentru efectele anti-aging, cu produse de cea mai înaltă calitate și un sistem de livrare convenabil și economic.",,,taxable,,1,10,,0,0,,,,,1,,"1499.99","1999.99","Suplimente și Sănătate",,,"https://www.gostatplus.ro/wp-content/uploads/2025/05/pachet-colagen-marin-antiage-image.jpg",,,,,,,,,0,,16,,,,default,,,,,,
10694,simple,PO2025-eqology-pachet-colagen-marin-hidrolizat-1013,,"Eqology Pachet Colagen Marin Hidrolizat Premium+ (6 luni)",1,0,visible,"Eqology Pachet Colagen Marin Hidrolizat Premium+ (6 luni): Abonament premium+ de 6 luni cu colagen marin hidrolizat de cea mai înaltă calitate, cu livrare automată lunară. Include colagen marin hidrolizat premium+, acid hialuronic+ și antioxidanți avansați.","Eqology Pachet Colagen Marin Hidrolizat Premium+ (6 luni) este un abonament de cea mai înaltă calitate, oferind colagen marin hidrolizat premium+ cu livrare automată lunară. Acest pachet premium+ asigură un aport constant de colagen marin hidrolizat de cea mai înaltă calitate, acid hialuronic+ și antioxidanți avansați pentru sănătatea optimă a pielii. Caracteristici Cheie: Colagen Marin Hidrolizat Premium+: Colagen de cea mai înaltă calitate, cu procesare avansată pentru absorbția optimă. Acid Hialuronic+: Acid hialuronic cu molecule optimizate pentru hidratarea intensă și efecte anti-aging avansate. Antioxidanți Avansați: Include antioxidanți de ultimă generație pentru protecția maximă a pielii. Abonament de 6 Luni: Livrare automată lunară, asigurând un aport constant de colagen premium+. Beneficii pentru Sănătatea Pielii: Sănătate Optimă a Pielii: Oferă cea mai înaltă calitate de colagen pentru sănătatea optimă a pielii. Efecte Anti-Aging Avansate: Reduce semnele vizibile ale îmbătrânirii cu tehnologii de ultimă generație. Hidratare Intensă: Asigură hidratarea maximă a pielii, contribuind la un aspect tineresc și radiant. Protecție Antioxidantă Maximă: Protejează pielea împotriva tuturor factorilor de mediu nocivi. Ideal Pentru: Consumatori Exigenți: Pentru cei care caută cea mai înaltă calitate în suplimentele de colagen. Anti-Aging Avansat: Pentru persoanele care doresc efecte anti-aging de ultimă generație. Utilizatori Reguli: Pentru cei care folosesc colagen premium+ zilnic și doresc economii. Eqology Pachet Colagen Marin Hidrolizat Premium+ (6 luni) oferă soluția perfectă pentru sănătatea optimă a pielii, cu produse de cea mai înaltă calitate și un sistem de livrare convenabil și economic.",,,taxable,,1,10,,0,0,,,,,1,,"1699.99","2299.99","Suplimente și Sănătate",,,"https://www.gostatplus.ro/wp-content/uploads/2025/05/pachet-colagen-marin-hidrolizat-premium-image.jpg",,,,,,,,,0,,17,,,,default,,,,,,
10696,simple,PO2025-eqology-pachet-vitamina-k2d3-capsule-1014,,"Eqology Pachet Vitamina K2+D3 Capsule Premium (6 luni)",1,0,visible,"Eqology Pachet Vitamina K2+D3 Capsule Premium (6 luni): Abonament premium de 6 luni cu vitamina K2 (MK-7) și vitamina D3 în capsule, cu livrare automată lunară. Include vitamina K2 (MK-7) și vitamina D3 premium pentru sănătatea oaselor și cardiovasculară.","Eqology Pachet Vitamina K2+D3 Capsule Premium (6 luni) este un abonament de înaltă calitate, oferind vitamina K2 (MK-7) și vitamina D3 premium cu livrare automată lunară. Acest pachet premium asigură un aport constant de vitamine esențiale pentru sănătatea oaselor și sistemului cardiovascular. Caracteristici Cheie: Vitamina K2 (MK-7) Premium: Forma cea mai activă și biodisponibilă a vitaminei K2, pentru direcționarea optimă a calciului. Vitamina D3 Premium: Vitamina D3 de înaltă calitate pentru absorbția optimă a calciului. Sinergie Perfectă: Cele două vitamine lucrează împreună pentru sănătatea oaselor și cardiovasculară. Abonament de 6 Luni: Livrare automată lunară, asigurând un aport constant de vitamine. Beneficii pentru Sănătate: Sănătatea Oaselor: Vitamina K2 direcționează calciul către oase, contribuind la menținerea densității ososului. Sănătate Cardiovasculară: Previne depunerea calciului în vasele sanguine, menținând arterele sănătoase. Absorbția Calciului: Vitamina D3 asigură absorbția optimă a calciului din alimentație. Sistemul Imunitar: Ambele vitamine susțin funcționarea normală a sistemului imunitar. Ideal Pentru: Adulți în Vârstă: Pentru menținerea sănătății oaselor și prevenirea osteoporozei. Persoane cu Riscuri Cardiovasculare: Pentru menținerea sănătății arterelor. Utilizatori Reguli: Pentru cei care folosesc vitaminele K2 și D3 zilnic și doresc economii. Eqology Pachet Vitamina K2+D3 Capsule Premium (6 luni) oferă soluția perfectă pentru sănătatea oaselor și cardiovasculară, cu produse de înaltă calitate și un sistem de livrare convenabil și economic.",,,taxable,,1,10,,0,0,,,,,1,,"799.99","999.99","Suplimente și Sănătate",,,"https://www.gostatplus.ro/wp-content/uploads/2025/05/pachet-vitamina-k2d3-capsule-image.jpg",,,,,,,,,0,,18,,,,default,,,,,,
10698,simple,PO2025-eqology-pachet-shake-proteic-vegan-energy-1015,,"Eqology Pachet Shake Proteic Vegan + Energy Booster (6 luni)",1,0,visible,"Eqology Pachet Shake Proteic Vegan + Energy Booster (6 luni): Abonament de 6 luni cu shake proteic vegan și energy booster, cu livrare automată lunară. Include shake proteic vegan cu peste 20g proteine și energy booster natural pentru energie durabilă.","Eqology Pachet Shake Proteic Vegan + Energy Booster (6 luni) este un abonament special conceput pentru vegani, sportivi și persoane active, oferind shake proteic vegan și energy booster cu livrare automată lunară. Acest pachet asigură un aport constant de proteine de înaltă calitate și energie naturală pentru un stil de viață activ și sănătos. Caracteristici Cheie: Shake Proteic Vegan: Conține peste 20g de proteine din mazăre și orez, 100% vegan și natural. Energy Booster Natural: Include energy booster cu extracte naturale de ginseng și guarană pentru energie durabilă. Proteine Complete: Oferă toate aminoacizii esențiali pentru dezvoltarea musculară și recuperare. Abonament de 6 Luni: Livrare automată lunară, asigurând un aport constant de proteine și energie. Beneficii pentru Sănătate: Dezvoltarea Musculară: Proteinele complete susțin creșterea și recuperarea musculară. Energie Durabilă: Energy booster-ul oferă energie naturală și sustenabilă pentru activitățile zilnice. Nutriție Completa: Shake-ul proteic oferă toate substanțele nutritive necesare într-un format convenabil. Sănătate Generală: Ambele produse contribuie la menținerea sănătății generale și a bunăstării. Ideal Pentru: Vegani și Vegetarieni: Pentru cei care urmează o dietă pe bază de plante și caută proteine complete. Sportivi: Pentru sprijinirea performanțelor fizice și recuperarea post-antrenament. Persoane Active: Pentru cei care au nevoie de energie suplimentară și proteine pentru activitățile zilnice. Eqology Pachet Shake Proteic Vegan + Energy Booster (6 luni) oferă soluția perfectă pentru vegani, sportivi și persoane active, cu produse de înaltă calitate și un sistem de livrare convenabil și economic.",,,taxable,,1,10,,0,0,,,,,1,,"1199.99","1599.99","Suplimente și Sănătate",,,"https://www.gostatplus.ro/wp-content/uploads/2025/05/pachet-shake-proteic-vegan-energy-image.jpg",,,,,,,,,0,,19,,,,default,,,,,,
